subbasin,deluid,parmname,value1
6873,1000,AREA,0.000000000000e+00
6873,1000,PREC,0.000000000000e+00
6873,1000,SURO,0.000000000000e+00
6873,1000,IFWO,0.000000000000e+00
6873,1000,AGWO,0.000000000000e+00
6873,1000,PERO,0.000000000000e+00
6873,1000,TAET,0.000000000000e+00
6873,1000,SEDLOAD,0.000000000000e+00
6873,1000,SEDWSSD, 0.00000e+00
6873,1000,SEDSCRS, 0.00000e+00
6873,1000,SEDSURO, 0.00000e+00
6873,1000,SEDIFWO, 0.00000e+00
6873,1000,SEDAGWO, 0.00000e+00
6873,1000,SO_TN,0.000000000000e+00
6873,1000,IO_TN,0.000000000000e+00
6873,1000,AO_TN,0.000000000000e+00
6873,1000,PO_TN,0.000000000000e+00
6873,1000,SO_TP,0.000000000000e+00
6873,1000,IO_TP,0.000000000000e+00
6873,1000,AO_TP,0.000000000000e+00
6873,1000,PO_TP,0.000000000000e+00
6873,1000,SED_TP,0.000000000000e+00
6873,1000,SEDWSSD_TP,0.000000000000e+00
6873,1000,SEDSCRS_TP,0.000000000000e+00
6873,1000,SO_TCd,0.000000000000e+00
6873,1000,IO_TCd,0.000000000000e+00
6873,1000,AO_TCd,0.000000000000e+00
6873,1000,PO_TCd,0.000000000000e+00
6873,1000,SED_TCd,0.000000000000e+00
6873,1000,SEDWSSD_TCd,0.000000000000e+00
6873,1000,SEDSCRS_TCd,0.000000000000e+00
6873,1000,SO_TCu,0.000000000000e+00
6873,1000,IO_TCu,0.000000000000e+00
6873,1000,AO_TCu,0.000000000000e+00
6873,1000,PO_TCu,0.000000000000e+00
6873,1000,SED_TCu,0.000000000000e+00
6873,1000,SEDWSSD_TCu,0.000000000000e+00
6873,1000,SEDSCRS_TCu,0.000000000000e+00
6873,1000,SO_TPb,0.000000000000e+00
6873,1000,IO_TPb,0.000000000000e+00
6873,1000,AO_TPb,0.000000000000e+00
6873,1000,PO_TPb,0.000000000000e+00
6873,1000,SED_TPb,0.000000000000e+00
6873,1000,SEDWSSD_TPb,0.000000000000e+00
6873,1000,SEDSCRS_TPb,0.000000000000e+00
6873,1000,SO_TZn,0.000000000000e+00
6873,1000,IO_TZn,0.000000000000e+00
6873,1000,AO_TZn,0.000000000000e+00
6873,1000,PO_TZn,0.000000000000e+00
6873,1000,SED_TZn,0.000000000000e+00
6873,1000,SEDWSSD_TZn,0.000000000000e+00
6873,1000,SEDSCRS_TZn,0.000000000000e+00
6873,2000,AREA,1.537356000000e+00
6873,2000,PREC,1.655751728901e+01
6873,2000,SURO,1.518695458447e+01
6873,2000,IFWO,0.000000000000e+00
6873,2000,AGWO,0.000000000000e+00
6873,2000,PERO,1.518695458447e+01
6873,2000,TAET,1.370562704543e+00
6873,2000,SEDLOAD,3.220542988101e-01
6873,2000,SEDWSSD, 3.22054e-01
6873,2000,SEDSCRS, 0.00000e+00
6873,2000,SEDSURO, 0.00000e+00
6873,2000,SEDIFWO, 0.00000e+00
6873,2000,SEDAGWO, 0.00000e+00
6873,2000,SO_TN,4.899963235222e-01
6873,2000,IO_TN,0.000000000000e+00
6873,2000,AO_TN,0.000000000000e+00
6873,2000,PO_TN,4.899963235222e-01
6873,2000,SO_TP,1.437167308440e+00
6873,2000,IO_TP,0.000000000000e+00
6873,2000,AO_TP,0.000000000000e+00
6873,2000,PO_TP,1.437167308440e+00
6873,2000,SED_TP,1.437167308440e+00
6873,2000,SEDWSSD_TP,1.437167308440e+00
6873,2000,SEDSCRS_TP,0.000000000000e+00
6873,2000,SO_TCd,4.830814482151e-03
6873,2000,IO_TCd,0.000000000000e+00
6873,2000,AO_TCd,0.000000000000e+00
6873,2000,PO_TCd,4.830814482151e-03
6873,2000,SED_TCd,4.830814482151e-03
6873,2000,SEDWSSD_TCd,4.830814482151e-03
6873,2000,SEDSCRS_TCd,0.000000000000e+00
6873,2000,SO_TCu,4.830814482151e-01
6873,2000,IO_TCu,0.000000000000e+00
6873,2000,AO_TCu,0.000000000000e+00
6873,2000,PO_TCu,4.830814482151e-01
6873,2000,SED_TCu,4.830814482151e-01
6873,2000,SEDWSSD_TCu,4.830814482151e-01
6873,2000,SEDSCRS_TCu,0.000000000000e+00
6873,2000,SO_TPb,2.764240733351e-01
6873,2000,IO_TPb,0.000000000000e+00
6873,2000,AO_TPb,0.000000000000e+00
6873,2000,PO_TPb,2.764240733351e-01
6873,2000,SED_TPb,1.043455928145e-01
6873,2000,SEDWSSD_TPb,1.043455928145e-01
6873,2000,SEDSCRS_TPb,0.000000000000e+00
6873,2000,SO_TZn,2.226039313375e+00
6873,2000,IO_TZn,0.000000000000e+00
6873,2000,AO_TZn,0.000000000000e+00
6873,2000,PO_TZn,2.226039313375e+00
6873,2000,SED_TZn,2.226039313375e+00
6873,2000,SEDWSSD_TZn,2.226039313375e+00
6873,2000,SEDSCRS_TZn,0.000000000000e+00
6873,3000,AREA,6.122489999996e-01
6873,3000,PREC,6.593998659179e+00
6873,3000,SURO,6.048174760685e+00
6873,3000,IFWO,0.000000000000e+00
6873,3000,AGWO,0.000000000000e+00
6873,3000,PERO,6.048174760685e+00
6873,3000,TAET,5.458238984943e-01
6873,3000,SEDLOAD,9.639250203806e-02
6873,3000,SEDWSSD, 9.63925e-02
6873,3000,SEDSCRS, 0.00000e+00
6873,3000,SEDSURO, 0.00000e+00
6873,3000,SEDIFWO, 0.00000e+00
6873,3000,SEDAGWO, 0.00000e+00
6873,3000,SO_TN,1.951400710571e-01
6873,3000,IO_TN,0.000000000000e+00
6873,3000,AO_TN,0.000000000000e+00
6873,3000,PO_TN,1.951400710571e-01
6873,3000,SO_TP,4.301515403449e-01
6873,3000,IO_TP,0.000000000000e+00
6873,3000,AO_TP,0.000000000000e+00
6873,3000,PO_TP,4.301515403449e-01
6873,3000,SED_TP,4.301515403449e-01
6873,3000,SEDWSSD_TP,4.301515403449e-01
6873,3000,SEDSCRS_TP,0.000000000000e+00
6873,3000,SO_TCd,1.156710024457e-03
6873,3000,IO_TCd,0.000000000000e+00
6873,3000,AO_TCd,0.000000000000e+00
6873,3000,PO_TCd,1.156710024457e-03
6873,3000,SED_TCd,1.156710024457e-03
6873,3000,SEDWSSD_TCd,1.156710024457e-03
6873,3000,SEDSCRS_TCd,0.000000000000e+00
6873,3000,SO_TCu,1.156710024457e-01
6873,3000,IO_TCu,0.000000000000e+00
6873,3000,AO_TCu,0.000000000000e+00
6873,3000,PO_TCu,1.156710024457e-01
6873,3000,SED_TCu,1.156710024457e-01
6873,3000,SEDWSSD_TCu,1.156710024457e-01
6873,3000,SEDSCRS_TCu,0.000000000000e+00
6873,3000,SO_TPb,7.894030627098e-02
6873,3000,IO_TPb,0.000000000000e+00
6873,3000,AO_TPb,0.000000000000e+00
6873,3000,PO_TPb,7.894030627098e-02
6873,3000,SED_TPb,1.041039022011e-02
6873,3000,SEDWSSD_TPb,1.041039022011e-02
6873,3000,SEDSCRS_TPb,0.000000000000e+00
6873,3000,SO_TZn,4.996987305653e-01
6873,3000,IO_TZn,0.000000000000e+00
6873,3000,AO_TZn,0.000000000000e+00
6873,3000,PO_TZn,4.996987305653e-01
6873,3000,SED_TZn,4.996987305653e-01
6873,3000,SEDWSSD_TZn,4.996987305653e-01
6873,3000,SEDSCRS_TZn,0.000000000000e+00
6873,4000,AREA,4.832020000004e-01
6873,4000,PREC,5.204146254404e+00
6873,4000,SURO,4.773368581594e+00
6873,4000,IFWO,0.000000000000e+00
6873,4000,AGWO,0.000000000000e+00
6873,4000,PERO,4.773368581594e+00
6873,4000,TAET,4.307776728100e-01
6873,4000,SEDLOAD,1.012239723874e-01
6873,4000,SEDWSSD, 1.01224e-01
6873,4000,SEDSCRS, 0.00000e+00
6873,4000,SEDSURO, 0.00000e+00
6873,4000,SEDIFWO, 0.00000e+00
6873,4000,SEDAGWO, 0.00000e+00
6873,4000,SO_TN,3.164001730361e+00
6873,4000,IO_TN,0.000000000000e+00
6873,4000,AO_TN,0.000000000000e+00
6873,4000,PO_TN,3.164001730361e+00
6873,4000,SO_TP,7.439961970475e-01
6873,4000,IO_TP,0.000000000000e+00
6873,4000,AO_TP,0.000000000000e+00
6873,4000,PO_TP,7.439961970475e-01
6873,4000,SED_TP,7.439961970475e-01
6873,4000,SEDWSSD_TP,7.439961970475e-01
6873,4000,SEDSCRS_TP,0.000000000000e+00
6873,4000,SO_TCd,1.518359585811e-03
6873,4000,IO_TCd,0.000000000000e+00
6873,4000,AO_TCd,0.000000000000e+00
6873,4000,PO_TCd,1.518359585811e-03
6873,4000,SED_TCd,1.518359585811e-03
6873,4000,SEDWSSD_TCd,1.518359585811e-03
6873,4000,SEDSCRS_TCd,0.000000000000e+00
6873,4000,SO_TCu,1.518359585811e-01
6873,4000,IO_TCu,0.000000000000e+00
6873,4000,AO_TCu,0.000000000000e+00
6873,4000,PO_TCu,1.518359585811e-01
6873,4000,SED_TCu,1.518359585811e-01
6873,4000,SEDWSSD_TCu,1.518359585811e-01
6873,4000,SEDSCRS_TCu,0.000000000000e+00
6873,4000,SO_TPb,9.781425477469e-02
6873,4000,IO_TPb,0.000000000000e+00
6873,4000,AO_TPb,0.000000000000e+00
6873,4000,PO_TPb,9.781425477469e-02
6873,4000,SED_TPb,4.372875607136e-02
6873,4000,SEDWSSD_TPb,4.372875607136e-02
6873,4000,SEDSCRS_TPb,0.000000000000e+00
6873,4000,SO_TZn,4.555078757434e-01
6873,4000,IO_TZn,0.000000000000e+00
6873,4000,AO_TZn,0.000000000000e+00
6873,4000,PO_TZn,4.555078757434e-01
6873,4000,SED_TZn,4.555078757434e-01
6873,4000,SEDWSSD_TZn,4.555078757434e-01
6873,4000,SEDSCRS_TZn,0.000000000000e+00
6873,5000,AREA,1.038718800001e+01
6873,5000,PREC,1.118713199117e+02
6873,5000,SURO,1.026110753894e+02
6873,5000,IFWO,0.000000000000e+00
6873,5000,AGWO,0.000000000000e+00
6873,5000,PERO,1.026110753894e+02
6873,5000,TAET,9.260244522331e+00
6873,5000,SEDLOAD,1.309301219915e+00
6873,5000,SEDWSSD, 1.30930e+00
6873,5000,SEDSCRS, 0.00000e+00
6873,5000,SEDSURO, 0.00000e+00
6873,5000,SEDIFWO, 0.00000e+00
6873,5000,SEDAGWO, 0.00000e+00
6873,5000,SO_TN,7.677008258649e+01
6873,5000,IO_TN,0.000000000000e+00
6873,5000,AO_TN,0.000000000000e+00
6873,5000,PO_TN,7.677008258649e+01
6873,5000,SO_TP,8.935980825920e+00
6873,5000,IO_TP,0.000000000000e+00
6873,5000,AO_TP,0.000000000000e+00
6873,5000,PO_TP,8.935980825920e+00
6873,5000,SED_TP,8.935980825920e+00
6873,5000,SEDWSSD_TP,8.935980825920e+00
6873,5000,SEDSCRS_TP,0.000000000000e+00
6873,5000,SO_TCd,9.819759149363e-03
6873,5000,IO_TCd,0.000000000000e+00
6873,5000,AO_TCd,0.000000000000e+00
6873,5000,PO_TCd,9.819759149363e-03
6873,5000,SED_TCd,9.819759149363e-03
6873,5000,SEDWSSD_TCd,9.819759149363e-03
6873,5000,SEDSCRS_TCd,0.000000000000e+00
6873,5000,SO_TCu,9.819759149363e-01
6873,5000,IO_TCu,0.000000000000e+00
6873,5000,AO_TCu,0.000000000000e+00
6873,5000,PO_TCu,9.819759149363e-01
6873,5000,SED_TCu,9.819759149363e-01
6873,5000,SEDWSSD_TCu,9.819759149363e-01
6873,5000,SEDSCRS_TCu,0.000000000000e+00
6873,5000,SO_TPb,1.657568836706e+00
6873,5000,IO_TPb,0.000000000000e+00
6873,5000,AO_TPb,0.000000000000e+00
6873,5000,PO_TPb,1.657568836706e+00
6873,5000,SED_TPb,4.949158611279e-01
6873,5000,SEDWSSD_TPb,4.949158611279e-01
6873,5000,SEDSCRS_TPb,0.000000000000e+00
6873,5000,SO_TZn,3.535113293771e+00
6873,5000,IO_TZn,0.000000000000e+00
6873,5000,AO_TZn,0.000000000000e+00
6873,5000,PO_TZn,3.535113293771e+00
6873,5000,SED_TZn,3.535113293771e+00
6873,5000,SEDWSSD_TZn,3.535113293771e+00
6873,5000,SEDSCRS_TZn,0.000000000000e+00
6873,6000,AREA,5.645880000006e-01
6873,6000,PREC,6.080683700567e+00
6873,6000,SURO,5.577349888339e+00
6873,6000,IFWO,0.000000000000e+00
6873,6000,AGWO,0.000000000000e+00
6873,6000,PERO,5.577349888339e+00
6873,6000,TAET,5.033338122285e-01
6873,6000,SEDLOAD,1.182731862084e-01
6873,6000,SEDWSSD, 1.18273e-01
6873,6000,SEDSCRS, 0.00000e+00
6873,6000,SEDSURO, 0.00000e+00
6873,6000,SEDIFWO, 0.00000e+00
6873,6000,SEDAGWO, 0.00000e+00
6873,6000,SO_TN,3.294406661328e+00
6873,6000,IO_TN,0.000000000000e+00
6873,6000,AO_TN,0.000000000000e+00
6873,6000,PO_TN,3.294406661328e+00
6873,6000,SO_TP,9.314013413911e-01
6873,6000,IO_TP,0.000000000000e+00
6873,6000,AO_TP,0.000000000000e+00
6873,6000,PO_TP,9.314013413911e-01
6873,6000,SED_TP,9.314013413911e-01
6873,6000,SEDWSSD_TP,9.314013413911e-01
6873,6000,SEDSCRS_TP,0.000000000000e+00
6873,6000,SO_TCd,2.365463724168e-03
6873,6000,IO_TCd,0.000000000000e+00
6873,6000,AO_TCd,0.000000000000e+00
6873,6000,PO_TCd,2.365463724168e-03
6873,6000,SED_TCd,2.365463724168e-03
6873,6000,SEDWSSD_TCd,2.365463724168e-03
6873,6000,SEDSCRS_TCd,0.000000000000e+00
6873,6000,SO_TCu,2.365463724168e-01
6873,6000,IO_TCu,0.000000000000e+00
6873,6000,AO_TCu,0.000000000000e+00
6873,6000,PO_TCu,2.365463724168e-01
6873,6000,SED_TCu,2.365463724168e-01
6873,6000,SEDWSSD_TCu,2.365463724168e-01
6873,6000,SEDSCRS_TCu,0.000000000000e+00
6873,6000,SO_TPb,1.245079711204e-01
6873,6000,IO_TPb,0.000000000000e+00
6873,6000,AO_TPb,0.000000000000e+00
6873,6000,PO_TPb,1.245079711204e-01
6873,6000,SED_TPb,6.131281973043e-02
6873,6000,SEDWSSD_TPb,6.131281973043e-02
6873,6000,SEDSCRS_TPb,0.000000000000e+00
6873,6000,SO_TZn,6.812535525603e-01
6873,6000,IO_TZn,0.000000000000e+00
6873,6000,AO_TZn,0.000000000000e+00
6873,6000,PO_TZn,6.812535525603e-01
6873,6000,SED_TZn,6.812535525603e-01
6873,6000,SEDWSSD_TZn,6.812535525603e-01
6873,6000,SEDSCRS_TZn,0.000000000000e+00
6873,7000,AREA,0.000000000000e+00
6873,7000,PREC,0.000000000000e+00
6873,7000,SURO,0.000000000000e+00
6873,7000,IFWO,0.000000000000e+00
6873,7000,AGWO,0.000000000000e+00
6873,7000,PERO,0.000000000000e+00
6873,7000,TAET,0.000000000000e+00
6873,7000,SEDLOAD,0.000000000000e+00
6873,7000,SEDWSSD, 0.00000e+00
6873,7000,SEDSCRS, 0.00000e+00
6873,7000,SEDSURO, 0.00000e+00
6873,7000,SEDIFWO, 0.00000e+00
6873,7000,SEDAGWO, 0.00000e+00
6873,7000,SO_TN,0.000000000000e+00
6873,7000,IO_TN,0.000000000000e+00
6873,7000,AO_TN,0.000000000000e+00
6873,7000,PO_TN,0.000000000000e+00
6873,7000,SO_TP,0.000000000000e+00
6873,7000,IO_TP,0.000000000000e+00
6873,7000,AO_TP,0.000000000000e+00
6873,7000,PO_TP,0.000000000000e+00
6873,7000,SED_TP,0.000000000000e+00
6873,7000,SEDWSSD_TP,0.000000000000e+00
6873,7000,SEDSCRS_TP,0.000000000000e+00
6873,7000,SO_TCd,0.000000000000e+00
6873,7000,IO_TCd,0.000000000000e+00
6873,7000,AO_TCd,0.000000000000e+00
6873,7000,PO_TCd,0.000000000000e+00
6873,7000,SED_TCd,0.000000000000e+00
6873,7000,SEDWSSD_TCd,0.000000000000e+00
6873,7000,SEDSCRS_TCd,0.000000000000e+00
6873,7000,SO_TCu,0.000000000000e+00
6873,7000,IO_TCu,0.000000000000e+00
6873,7000,AO_TCu,0.000000000000e+00
6873,7000,PO_TCu,0.000000000000e+00
6873,7000,SED_TCu,0.000000000000e+00
6873,7000,SEDWSSD_TCu,0.000000000000e+00
6873,7000,SEDSCRS_TCu,0.000000000000e+00
6873,7000,SO_TPb,0.000000000000e+00
6873,7000,IO_TPb,0.000000000000e+00
6873,7000,AO_TPb,0.000000000000e+00
6873,7000,PO_TPb,0.000000000000e+00
6873,7000,SED_TPb,0.000000000000e+00
6873,7000,SEDWSSD_TPb,0.000000000000e+00
6873,7000,SEDSCRS_TPb,0.000000000000e+00
6873,7000,SO_TZn,0.000000000000e+00
6873,7000,IO_TZn,0.000000000000e+00
6873,7000,AO_TZn,0.000000000000e+00
6873,7000,PO_TZn,0.000000000000e+00
6873,7000,SED_TZn,0.000000000000e+00
6873,7000,SEDWSSD_TZn,0.000000000000e+00
6873,7000,SEDSCRS_TZn,0.000000000000e+00
6873,8000,AREA,1.823435900003e+01
6873,8000,PREC,1.963863375800e+02
6873,8000,SURO,1.801302899328e+02
6873,8000,IFWO,0.000000000000e+00
6873,8000,AGWO,0.000000000000e+00
6873,8000,PERO,1.801302899328e+02
6873,8000,TAET,1.625604764716e+01
6873,8000,SEDLOAD,3.383229391064e+00
6873,8000,SEDWSSD, 3.38323e+00
6873,8000,SEDSCRS, 0.00000e+00
6873,8000,SEDSURO, 0.00000e+00
6873,8000,SEDIFWO, 0.00000e+00
6873,8000,SEDAGWO, 0.00000e+00
6873,8000,SO_TN,5.281666649965e+01
6873,8000,IO_TN,0.000000000000e+00
6873,8000,AO_TN,0.000000000000e+00
6873,8000,PO_TN,5.281666649965e+01
6873,8000,SO_TP,3.552390860618e+00
6873,8000,IO_TP,0.000000000000e+00
6873,8000,AO_TP,0.000000000000e+00
6873,8000,PO_TP,3.552390860618e+00
6873,8000,SED_TP,3.552390860618e+00
6873,8000,SEDWSSD_TP,3.552390860618e+00
6873,8000,SEDSCRS_TP,0.000000000000e+00
6873,8000,SO_TCd,3.806133064948e-02
6873,8000,IO_TCd,0.000000000000e+00
6873,8000,AO_TCd,0.000000000000e+00
6873,8000,PO_TCd,3.806133064948e-02
6873,8000,SED_TCd,3.806133064948e-02
6873,8000,SEDWSSD_TCd,3.806133064948e-02
6873,8000,SEDSCRS_TCd,0.000000000000e+00
6873,8000,SO_TCu,3.806133064948e+00
6873,8000,IO_TCu,0.000000000000e+00
6873,8000,AO_TCu,0.000000000000e+00
6873,8000,PO_TCu,3.806133064948e+00
6873,8000,SED_TCu,3.806133064948e+00
6873,8000,SEDWSSD_TCu,3.806133064948e+00
6873,8000,SEDSCRS_TCu,0.000000000000e+00
6873,8000,SO_TPb,2.954470110368e+00
6873,8000,IO_TPb,0.000000000000e+00
6873,8000,AO_TPb,0.000000000000e+00
6873,8000,PO_TPb,2.954470110368e+00
6873,8000,SED_TPb,9.134719355874e-01
6873,8000,SEDWSSD_TPb,9.134719355874e-01
6873,8000,SEDSCRS_TPb,0.000000000000e+00
6873,8000,SO_TZn,1.461555096940e+01
6873,8000,IO_TZn,0.000000000000e+00
6873,8000,AO_TZn,0.000000000000e+00
6873,8000,PO_TZn,1.461555096940e+01
6873,8000,SED_TZn,1.461555096940e+01
6873,8000,SEDWSSD_TZn,1.461555096940e+01
6873,8000,SEDSCRS_TZn,0.000000000000e+00
6873,9000,AREA,1.019570000001e+01
6873,9000,PREC,1.098089700912e+02
6873,9000,SURO,1.038820212772e+02
6873,9000,IFWO,0.000000000000e+00
6873,9000,AGWO,0.000000000000e+00
6873,9000,PERO,1.038820212772e+02
6873,9000,TAET,5.926948814009e+00
6873,9000,SEDLOAD,2.328947515759e-01
6873,9000,SEDWSSD, 2.32895e-01
6873,9000,SEDSCRS, 0.00000e+00
6873,9000,SEDSURO, 0.00000e+00
6873,9000,SEDIFWO, 0.00000e+00
6873,9000,SEDAGWO, 0.00000e+00
6873,9000,SO_TN,3.046935962334e+01
6873,9000,IO_TN,0.000000000000e+00
6873,9000,AO_TN,0.000000000000e+00
6873,9000,PO_TN,3.046935962334e+01
6873,9000,SO_TP,2.445394891547e-01
6873,9000,IO_TP,0.000000000000e+00
6873,9000,AO_TP,0.000000000000e+00
6873,9000,PO_TP,2.445394891547e-01
6873,9000,SED_TP,2.445394891547e-01
6873,9000,SEDWSSD_TP,2.445394891547e-01
6873,9000,SEDSCRS_TP,0.000000000000e+00
6873,9000,SO_TCd,8.733553184098e-04
6873,9000,IO_TCd,0.000000000000e+00
6873,9000,AO_TCd,0.000000000000e+00
6873,9000,PO_TCd,8.733553184098e-04
6873,9000,SED_TCd,8.733553184098e-04
6873,9000,SEDWSSD_TCd,8.733553184098e-04
6873,9000,SEDSCRS_TCd,0.000000000000e+00
6873,9000,SO_TCu,8.733553184098e-02
6873,9000,IO_TCu,0.000000000000e+00
6873,9000,AO_TCu,0.000000000000e+00
6873,9000,PO_TCu,8.733553184098e-02
6873,9000,SED_TCu,8.733553184098e-02
6873,9000,SEDWSSD_TCu,8.733553184098e-02
6873,9000,SEDSCRS_TCu,0.000000000000e+00
6873,9000,SO_TPb,2.096052764184e-02
6873,9000,IO_TPb,0.000000000000e+00
6873,9000,AO_TPb,0.000000000000e+00
6873,9000,PO_TPb,2.096052764184e-02
6873,9000,SED_TPb,2.096052764184e-02
6873,9000,SEDWSSD_TPb,2.096052764184e-02
6873,9000,SEDSCRS_TPb,0.000000000000e+00
6873,9000,SO_TZn,1.257631658510e+00
6873,9000,IO_TZn,0.000000000000e+00
6873,9000,AO_TZn,0.000000000000e+00
6873,9000,PO_TZn,1.257631658510e+00
6873,9000,SED_TZn,1.257631658510e+00
6873,9000,SEDWSSD_TZn,1.257631658510e+00
6873,9000,SEDSCRS_TZn,0.000000000000e+00
6873,10000,AREA,5.992120000006e-01
6873,10000,PREC,6.453588531078e+00
6873,10000,SURO,1.406665719301e+01
6873,10000,IFWO,0.000000000000e+00
6873,10000,AGWO,0.000000000000e+00
6873,10000,PERO,1.406665719301e+01
6873,10000,TAET,9.903653890032e+00
6873,10000,SEDLOAD,2.390768226570e-01
6873,10000,SEDWSSD, 0.00000e+00
6873,10000,SEDSCRS, 0.00000e+00
6873,10000,SEDSURO, 2.39077e-01
6873,10000,SEDIFWO, 0.00000e+00
6873,10000,SEDAGWO, 0.00000e+00
6873,10000,SO_TN,1.275078019001e+01
6873,10000,IO_TN,0.000000000000e+00
6873,10000,AO_TN,0.000000000000e+00
6873,10000,PO_TN,1.275078019001e+01
6873,10000,SO_TP,1.275078019001e+00
6873,10000,IO_TP,0.000000000000e+00
6873,10000,AO_TP,0.000000000000e+00
6873,10000,PO_TP,1.275078019001e+00
6873,10000,SED_TP,0.000000000000e+00
6873,10000,SEDWSSD_TP,0.000000000000e+00
6873,10000,SEDSCRS_TP,0.000000000000e+00
6873,10000,SO_TCd,3.187695047503e-04
6873,10000,IO_TCd,0.000000000000e+00
6873,10000,AO_TCd,0.000000000000e+00
6873,10000,PO_TCd,3.187695047503e-04
6873,10000,SED_TCd,0.000000000000e+00
6873,10000,SEDWSSD_TCd,0.000000000000e+00
6873,10000,SEDSCRS_TCd,0.000000000000e+00
6873,10000,SO_TCu,7.969237618759e-02
6873,10000,IO_TCu,0.000000000000e+00
6873,10000,AO_TCu,0.000000000000e+00
6873,10000,PO_TCu,7.969237618759e-02
6873,10000,SED_TCu,0.000000000000e+00
6873,10000,SEDWSSD_TCu,0.000000000000e+00
6873,10000,SEDSCRS_TCu,0.000000000000e+00
6873,10000,SO_TPb,1.275078019001e-02
6873,10000,IO_TPb,0.000000000000e+00
6873,10000,AO_TPb,0.000000000000e+00
6873,10000,PO_TPb,1.275078019001e-02
6873,10000,SED_TPb,0.000000000000e+00
6873,10000,SEDWSSD_TPb,0.000000000000e+00
6873,10000,SEDSCRS_TPb,0.000000000000e+00
6873,10000,SO_TZn,2.550156038003e-01
6873,10000,IO_TZn,0.000000000000e+00
6873,10000,AO_TZn,0.000000000000e+00
6873,10000,PO_TZn,2.550156038003e-01
6873,10000,SED_TZn,0.000000000000e+00
6873,10000,SEDWSSD_TZn,0.000000000000e+00
6873,10000,SEDSCRS_TZn,0.000000000000e+00
6873,11111,AREA,0.000000000000e+00
6873,11111,PREC,0.000000000000e+00
6873,11111,SURO,0.000000000000e+00
6873,11111,IFWO,0.000000000000e+00
6873,11111,AGWO,0.000000000000e+00
6873,11111,PERO,0.000000000000e+00
6873,11111,TAET,0.000000000000e+00
6873,11111,SEDLOAD,0.000000000000e+00
6873,11111,SEDWSSD, 0.00000e+00
6873,11111,SEDSCRS, 0.00000e+00
6873,11111,SEDSURO, 0.00000e+00
6873,11111,SEDIFWO, 0.00000e+00
6873,11111,SEDAGWO, 0.00000e+00
6873,11111,SO_TN,0.000000000000e+00
6873,11111,IO_TN,0.000000000000e+00
