"subbasin","year","month","day","...5","...6","...7","TT PREC     precipitation (rain + snow) volume (in-acre/day)","TT SURO     surface outflow volume (in-acre/day)","TT IFWO     interflow outflow volume (in-acre/day)","TT AGWO     groundwater outflow volume (in-acre/day)","TT PERO     total outflow rate volume (SURO+IFWO+AGWO) (in-acre/day)","TT DEP      stream depth (ft)","TT AVDEP    stream average depth (ft)","TT TAU      bed shear stress (kg/m^2)","TT RO       total rate of outflow from RCHRES (cfs)","TT SOSED    sediments load from land (english tons/day)","TT SSEDOUT1 suspended sediment concentration in outflow from the RCHRES (mg/l)","TT SSEDOUT2 suspended sediment concentration in outflow from the RCHRES (mg/l)","TT SSEDOUT3 suspended sediment concentration in outflow from the RCHRES (mg/l)","TT SSEDOUT  total suspended solid concentration in outflow from the RCHRES (mg/l)","TT POQUAL1  total flux of QUAL from the PLS_TN (lb/day)","TT POQUAL2  total flux of QUAL from the PLS_TP (lb/day)","TT POQUAL3  total flux of QUAL from the PLS_TCd (lb/day)","TT POQUAL4  total flux of QUAL from the PLS_TCu (lb/day)","TT POQUAL5  total flux of QUAL from the PLS_TPb (lb/day)","TT POQUAL6  total flux of QUAL from the PLS_TZn (lb/day)","TT CONC1    TN dissolved concentration (average) in RCHRES (mg/l)","TT CONC2    TP dissolved concentration (average) in RCHRES (mg/l)","TT CONC3    TCd dissolved concentration (average) in RCHRES (ug/l)","TT CONC4    TCu dissolved concentration (average) in RCHRES (ug/l)","TT CONC5    TPb dissolved concentration (average) in RCHRES (ug/l)","TT CONC6    TZn dissolved concentration (average) in RCHRES (ug/l)"
6480,2013,8,9,0,0,NA,0,1.134932433385,0.0989993935214,6.749227516048,7.983159342954,0,0,0,0.1351900243241,0.01796469438365,8.091430508236,56.80674849586,16.35623675917,81.25441576327,1.520533442487,0.4065291028135,2.293093555483e-05,0.005730160764791,0.0009165855641344,0.09481669465501,2.557689182107,0.3053155411505,0.0539237016647,13.47608997298,2.155723087644,61.15185871266
6480,2013,8,10,0,0,NA,0,1.173520171888,0.1116090842876,6.863636935482,8.148766191657,0,0,0,0.1394106327267,0.01837773001914,8.029078700275,56.36469574729,16.23010333739,80.62387778496,1.568554785265,0.4149820760368,2.346409313691e-05,0.005863116301616,0.0009378272898815,0.09653937886651,2.567912899307,0.304297565067,0.05350616547795,13.37124058726,2.138903754288,60.56949134131
6480,2013,8,11,0,0,NA,0,1.183463265678,0.1218577134741,7.009670605599,8.314991584751,0,0,0,0.1417003405324,0.01838348632303,7.894818935723,55.42143176051,15.96262218254,79.27887287878,1.591304676458,0.4224643267198,2.344996243205e-05,0.005859214488049,0.0009371685468911,0.09818253781034,2.553384001798,0.3024804954134,0.05260878210263,13.14631416381,2.102861339104,59.93716213745
6480,2013,8,12,0,0,NA,0,1.159765542358,0.1276283588971,7.144453032903,8.431846934158,0,0,0,0.1412826801837,0.01792677198112,7.705806706772,54.10060336115,15.58868982722,77.39509989514,1.580936334108,0.4265746289713,2.282058407111e-05,0.005701704414847,0.000911951490102,0.09920612304422,2.517407470422,0.3000779737679,0.05134742160533,12.83065428129,2.052325913802,59.32611766058
6480,2013,8,13,0,0,NA,0,1.127847961041,0.1233401656063,7.20678263492,8.457970761568,0,0,0,0.1392923462078,0.01757211814165,7.650378411505,53.72101463014,15.48222520647,76.85361824811,1.554570675904,0.4270855162638,2.233761192221e-05,0.005581233650585,0.0008927015799635,0.09952612713975,2.488095166598,0.2998867436001,0.05097951304353,12.73908207676,2.037712155096,59.45538641021
6480,2013,8,14,0,0,NA,0,1.065856235316,0.1171905090144,7.221886925676,8.404933670007,0,0,0,0.1346581061514,0.01666452130238,7.484188640023,52.56588229915,15.15591098594,75.20598192511,1.497157913522,0.4223674494544,2.112531664175e-05,0.005278325877571,0.0008442518340104,0.0987275213172,2.439394240684,0.297836938031,0.04987202097566,12.46232008928,1.993440599853,59.25348182826
6480,2013,8,15,0,0,NA,0,1.09954754605,0.1036029876839,7.146937402824,8.350087936558,0,0,0,0.1359367748055,0.01757476000801,7.843294533578,55.08121465038,15.86962126375,78.79413044771,1.516429737956,0.4226488807339,2.235028044946e-05,0.005584989246393,0.0008933573985987,0.09885848880031,2.480174334432,0.3033157197235,0.05226942671631,13.06251436909,2.089550350123,60.7912951241
6480,2013,8,16,0,0,NA,0,1.108042245249,0.1140724971576,7.165034143384,8.38714888579,0,0,0,0.1370488285644,0.01726765326362,7.636979997199,53.62723344427,15.45547686767,76.71969030914,1.531658940266,0.4227604230399,2.193923492251e-05,0.005481666116653,0.0008767732680269,0.09873440110603,2.483338270326,0.2990572543151,0.05088996584727,12.71663957677,2.034116156347,59.58131412129
6480,2013,8,17,0,0,NA,0,1.07990469247,0.1166405235181,7.17049905239,8.367044268379,0,0,0,0.1352414655474,0.01682079461231,7.528869531349,52.87033975713,15.2416189499,75.64082823838,1.505622125459,0.4208521026748,2.134295830986e-05,0.005332443704445,0.0008528833778959,0.09831921919781,2.455387578559,0.2979656289146,0.05016774605966,12.53571333048,2.005133302331,59.27061574254
6480,2013,8,18,0,0,NA,0,1.071670468104,0.1082112179283,7.11227315366,8.292154839692,0,0,0,0.1338946264928,0.01696202392781,7.674286198347,53.8945912977,15.53302383096,77.10190132701,1.491855631744,0.4182443818697,2.153934474667e-05,0.005381947265107,0.0008608419297381,0.09781680652303,2.461712255311,0.3007078415827,0.05114002535288,12.7794934325,2.044204411332,60.08466194647
6480,2013,8,19,0,0,NA,0,1.098017670134,0.1063337980152,7.058246603025,8.262598071175,0,0,0,0.1352798307873,0.0173785844212,7.794158012614,54.73278140089,15.76986387013,78.29680328363,1.511919280613,0.4178816511251,2.21025048512e-05,0.005522880540339,0.0008834046236914,0.09765525359901,2.491121841237,0.3020261650606,0.05194046499428,12.97992746967,2.076304109117,60.38480184738
6480,2013,8,20,0,0,NA,0,1.106579607496,0.1181395099817,7.074485066275,8.299204183752,0,0,0,0.136503056718,0.01713386443811,7.61057155612,53.43455718186,15.40043203963,76.44556077761,1.525879407195,0.4183623791504,2.177555451896e-05,0.005440410645481,0.0008701410914127,0.09757729555274,2.490918959734,0.2985083655486,0.05071125045407,12.67129487525,2.026798857802,59.27508777224
6480,2013,8,21,0,0,NA,0,1.084505571246,0.1213761361391,7.070890278599,8.276771985984,0,0,0,0.135113377711,0.01679802071836,7.531127268187,52.87801841595,15.24335764254,75.65250332667,1.50583193617,0.4167012974435,2.132846450661e-05,0.005328505581037,0.0008522239087086,0.0971788214646,2.470537595724,0.2979152617512,0.05018033413067,12.53824345694,2.005480546042,59.0335231188
6480,2013,8,22,0,0,NA,0,1.019151673318,0.1135281186718,7.019761036297,8.152440828287,0,0,0,0.1297277725746,0.01595696677048,7.433578074585,52.20856611945,15.05517471956,74.6973189136,1.439876581839,0.4092247534127,2.02136080907e-05,0.005050274152968,0.0008077519299689,0.09570786481743,2.425226994104,0.2973542474067,0.0495326560303,12.37698863562,1.97974181365,59.15791936972
6480,2013,8,23,0,0,NA,0,1.052656746233,0.09812600145602,6.884593113199,8.035375860887,0,0,0,0.1304563646685,0.01688497384938,7.851522190847,55.13579734598,15.88557435721,78.87289389403,1.455403315712,0.4067449912758,2.147130375889e-05,0.005365188194001,0.0008581839214396,0.09518273864281,2.478137127899,0.3036297487054,0.0523229216726,13.07554913521,2.091604275225,60.90756224477
