TT-----------------------------------------------------------------------------------------
TT LSPC -- Loading Simulation Program, C++
TT Version 6.0 (64-bit) - Jan 2020
TT
TT Created through code updates by:
TT Paradigm Environmental, Inc.
TT San Diego, California, USA
TT www.paradigmh2o.com
TT 
TT Based upon LSPC version 5.0 (Mar 2018), originally developed by :
TT United States Environmental Protection Agency
TT with support by Tetra Tech, Inc.
TT https://github.com/USEPA/LSPC-Loading-Simulation-Program 
TT 
TT NOTE: The line starting with the letter c and followed by space or - is a comment line.
TT       There must be no comment line in between the data lines
TT       The input text field must be a continuous string without any space in between the characters
TT-----------------------------------------------------------------------------------------
TT LSPC MODEL OUTPUT FILE
TT This output file was created at 01:22:57pm on 02/13/2026
TT Time interval: 60 min      Output option: day
TT Label   
TT PREC     precipitation (rain + snow) volume (in-acre/day)
TT SURO     surface outflow volume (in-acre/day)
TT IFWO     interflow outflow volume (in-acre/day)
TT AGWO     groundwater outflow volume (in-acre/day)
TT PERO     total outflow rate volume (SURO+IFWO+AGWO) (in-acre/day)
TT DEP      stream depth (ft)
TT AVDEP    stream average depth (ft)
TT TAU      bed shear stress (kg/m^2)
TT RO       total rate of outflow from RCHRES (cfs)
TT SOSED    sediments load from land (english tons/day)
TT SSEDOUT1 suspended sediment concentration in outflow from the RCHRES (mg/l)
TT SSEDOUT2 suspended sediment concentration in outflow from the RCHRES (mg/l)
TT SSEDOUT3 suspended sediment concentration in outflow from the RCHRES (mg/l)
TT SSEDOUT  total suspended solid concentration in outflow from the RCHRES (mg/l)
TT POQUAL1  total flux of QUAL from the PLS_TN (lb/day) 
TT POQUAL2  total flux of QUAL from the PLS_TP (lb/day) 
TT POQUAL3  total flux of QUAL from the PLS_TCd (lb/day) 
TT POQUAL4  total flux of QUAL from the PLS_TCu (lb/day) 
TT POQUAL5  total flux of QUAL from the PLS_TPb (lb/day) 
TT POQUAL6  total flux of QUAL from the PLS_TZn (lb/day) 
TT CONC1    TN dissolved concentration (average) in RCHRES (mg/l)
TT CONC2    TP dissolved concentration (average) in RCHRES (mg/l)
TT CONC3    TCd dissolved concentration (average) in RCHRES (ug/l)
TT CONC4    TCu dissolved concentration (average) in RCHRES (ug/l)
TT CONC5    TPb dissolved concentration (average) in RCHRES (ug/l)
TT CONC6    TZn dissolved concentration (average) in RCHRES (ug/l)
TT
TT WATERSHED_6480 Area: 1852.792 (acres)
TT Date/time     Values
TT
6480	2008	10	1	0	0		0.000000000000e+00	6.999029216928e-01	0.000000000000e+00	7.719434151687e+00	8.419337073380e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.073099458035e-01	1.226292421138e-02	6.749500147514e+00	4.752587240378e+01	1.373763812284e+01	6.801301067413e+01	1.162943304169e+00	4.106025838852e-01	1.518497684338e-05	3.796119602191e-03	6.073675062095e-04	9.961433179660e-02	2.072101591930e+00	2.867191431559e-01	4.499431677100e-02	1.124796709309e+01	1.799617605594e+00	6.192293753773e+01
6480	2008	10	2	0	0		0.000000000000e+00	7.314960611454e-01	0.000000000000e+00	7.466948036992e+00	8.198444098138e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.073628011342e-01	1.294452501408e-02	7.166510094897e+00	5.043677446033e+01	1.456321955447e+01	7.216650410969e+01	1.173071107355e+00	4.029472201944e-01	1.613169919468e-05	4.032846089509e-03	6.452480281331e-04	9.751089548641e-02	2.138120065423e+00	2.934442559574e-01	4.777529548909e-02	1.194343852010e+01	1.910914197013e+00	6.328604406334e+01
6480	2008	10	3	0	0		0.000000000000e+00	8.081964001816e-01	0.000000000000e+00	7.317473134678e+00	8.125669534860e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.119402681553e-01	1.407822475661e-02	7.527339133838e+00	5.294458355778e+01	1.527069729863e+01	7.574261999024e+01	1.233605513183e+00	4.023091967236e-01	1.766604829950e-05	4.416399515674e-03	7.066134169825e-04	9.704470484463e-02	2.253806699216e+00	2.969776149578e-01	5.018026066679e-02	1.254453801331e+01	2.007076881146e+00	6.370227796850e+01
6480	2008	10	4	0	0		0.000000000000e+00	1.040394714224e+00	0.000000000000e+00	7.413712323050e+00	8.454107037274e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.297903440707e-01	1.771052239156e-02	8.266671784590e+00	5.808673845576e+01	1.672229867497e+01	8.307570891532e+01	1.448026920384e+00	4.259849420627e-01	2.249479488135e-05	5.623541923220e-03	8.997520733175e-04	1.019981336970e-01	2.465174350181e+00	3.050478198601e-01	5.510874102118e-02	1.377655441763e+01	2.204189828638e+00	6.466975477042e+01
6480	2008	10	5	0	0		0.000000000000e+00	7.885020958196e-01	0.000000000000e+00	7.733372592135e+00	8.521874687955e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.138749183302e-01	1.376201986494e-02	7.196630588049e+00	5.064054188462e+01	1.461905636986e+01	7.245622884254e+01	1.244056668395e+00	4.192210776505e-01	1.718166578323e-05	4.295292259095e-03	6.872351706953e-04	1.013696151433e-01	2.177251001361e+00	2.930123045224e-01	4.797537276125e-02	1.199327612980e+01	1.918871255119e+00	6.284718092105e+01
6480	2008	10	6	0	0		0.000000000000e+00	7.135086147073e-01	0.000000000000e+00	7.640852926072e+00	8.354361540779e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.076060508555e-01	1.249193571672e-02	6.871473183256e+00	4.837586546336e+01	1.397829624180e+01	6.922563488841e+01	1.169974978671e+00	4.083099767990e-01	1.550217142172e-05	3.875423605775e-03	6.200566469562e-04	9.897771181353e-02	2.099756143912e+00	2.883172332896e-01	4.580762257758e-02	1.145133120125e+01	1.832159377507e+00	6.222680617451e+01
6480	2008	10	7	0	0		0.000000000000e+00	6.288248539253e-01	0.000000000000e+00	7.427884086904e+00	8.056708940829e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	9.970541305968e-02	1.114761255719e-02	6.573731232536e+00	4.630597987528e+01	1.339402827355e+01	6.627373938136e+01	1.077831944992e+00	3.916167519892e-01	1.374176424592e-05	3.435352170201e-03	5.496480507127e-04	9.515632108711e-02	2.007680908041e+00	2.849623187909e-01	4.382312590697e-02	1.095532057490e+01	1.752808274479e+00	6.189523837266e+01
6480	2008	10	8	0	0		0.000000000000e+00	6.037151467143e-01	0.000000000000e+00	7.090763088917e+00	7.694478235632e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	9.513052593421e-02	1.085501401940e-02	6.719461023017e+00	4.732766235871e+01	1.368529472957e+01	6.773241811130e+01	1.030527026722e+00	3.749809084274e-01	1.340234570976e-05	3.350542013118e-03	5.360825767621e-04	9.106500076321e-02	2.006086342260e+00	2.881855390906e-01	4.479553931156e-02	1.119864389653e+01	1.791760536517e+00	6.268607683667e+01
6480	2008	10	9	0	0		0.000000000000e+00	7.279659147159e-01	0.000000000000e+00	6.762910203072e+00	7.490876117788e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.016885853086e-01	1.290106005886e-02	7.588944263965e+00	5.338160089629e+01	1.539732729360e+01	7.636787245386e+01	1.121160033790e+00	3.712320478715e-01	1.618000890436e-05	4.044943960972e-03	6.471855956779e-04	8.957232870298e-02	2.223347493120e+00	2.994839132630e-01	5.059188928379e-02	1.264767702276e+01	2.023600762477e+00	6.442920998582e+01
6480	2008	10	10	0	0		0.000000000000e+00	7.794928593904e-01	0.000000000000e+00	6.674588383916e+00	7.454081243306e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.051517968430e-01	1.352093535651e-02	7.720374715849e+00	5.428738474492e+01	1.565031306536e+01	7.765807252613e+01	1.163677722680e+00	3.705881576818e-01	1.702016716832e-05	4.254919395953e-03	6.807756797139e-04	8.924367508562e-02	2.305325686406e+00	2.993245353327e-01	5.146688144048e-02	1.286612171430e+01	2.058523600679e+00	6.403597261358e+01
