"subbasin","deluid","deluname","lutype","area_ac","slsur","lsur"
6480,14322,"Veg_Low-C-Med-Unconfined",2,3.06512,0.12,300
6480,14331,"Veg_Low-C-High-Confined",2,37.315081,0.38,400
6480,14332,"Veg_Low-C-High-Unconfined",2,0,0.01,400
6480,14421,"Veg_Low-D-Med-Confined",2,83.301587,0.14,300
6480,14422,"Veg_Low-D-Med-Unconfined",2,70.188116,0.08,300
6480,14431,"Veg_Low-D-High-Confined",2,39.711202,0.24,400
6480,14432,"Veg_Low-D-High-Unconfined",2,0,0.01,400
6480,15121,"Veg_High-A-Med-Confined",2,0,0.01,300
6480,15122,"Veg_High-A-Med-Unconfined",2,0,0.01,300
6480,15131,"Veg_High-A-High-Confined",2,0,0.01,400
6480,15132,"Veg_High-A-High-Unconfined",2,0,0.01,400
6480,15221,"Veg_High-B-Med-Confined",2,2.241614,0.09,300
6480,15222,"Veg_High-B-Med-Unconfined",2,20.507454,0.06,300
6480,15231,"Veg_High-B-High-Confined",2,5.95217,0.27,400
6480,15232,"Veg_High-B-High-Unconfined",2,0.062556,0.19,400
6480,15321,"Veg_High-C-Med-Confined",2,8.266506,0.12,300
6480,15322,"Veg_High-C-Med-Unconfined",2,3.497226,0.24,300
6480,15331,"Veg_High-C-High-Confined",2,50.717212,0.42,400
6480,15332,"Veg_High-C-High-Unconfined",2,0.212179,0.25,400
6480,15421,"Veg_High-D-Med-Confined",2,202.611996,0.19,300
6480,15422,"Veg_High-D-Med-Unconfined",2,53.70795,0.08,300
6480,15431,"Veg_High-D-High-Confined",2,0.950807,0.22,400
6480,15432,"Veg_High-D-High-Unconfined",2,0,0.01,400
6480,16000,"Water-All-All-All",1,0,0.01,100
6481,1000,"Road_Freeway-All-All-All",1,14.623693,0.19,100
6481,2000,"Road_Primary-All-All-All",1,14.080328,0.1,100
6481,3000,"Road_Minor-All-All-All",1,28.427511,0.15,100
6481,4000,"Dev_ResHigh-All-All-All",1,8.783544,0.02,100
6481,5000,"Dev_ResLow-All-All-All",1,191.506198,0.21,100
6481,6000,"Dev_Com-All-All-All",1,8.166649,0.05,100
6481,7000,"Dev_Ind-All-All-All",1,0.11194,0.05,100
6481,8000,"Dev_Inst-All-All-All",1,9.309992,0.06,100
6481,9000,"Dev_Roof-All-All-All",1,52.665833,0.12,100
6481,10000,"Dev_Overspray-All-All-All",1,7.655755,0.2,100
6481,11111,"Dev_Irrigated-A-Low-Confined",2,0,0.01,400
6481,11112,"Dev_Irrigated-A-Low-Unconfined",2,0,0.01,400
6481,11121,"Dev_Irrigated-A-Med-Confined",2,0,0.01,300
6481,11122,"Dev_Irrigated-A-Med-Unconfined",2,0,0.01,300
6481,11211,"Dev_Irrigated-B-Low-Confined",2,9.505792,0.15,400
6481,11212,"Dev_Irrigated-B-Low-Unconfined",2,23.307974,0.05,400
6481,11221,"Dev_Irrigated-B-Med-Confined",2,10.275347,0.28,300
6481,11222,"Dev_Irrigated-B-Med-Unconfined",2,0,0.29,300
6481,11311,"Dev_Irrigated-C-Low-Confined",2,0,0.01,400
6481,11312,"Dev_Irrigated-C-Low-Unconfined",2,0,0.01,400
6481,11321,"Dev_Irrigated-C-Med-Confined",2,0,0.01,300
6481,11322,"Dev_Irrigated-C-Med-Unconfined",2,0,0.01,300
6481,11411,"Dev_Irrigated-D-Low-Confined",2,17.170277,0.11,400
6481,11412,"Dev_Irrigated-D-Low-Unconfined",2,25.754128,0.06,400
6481,11421,"Dev_Irrigated-D-Med-Confined",2,58.42074,0.21,300
6481,11422,"Dev_Irrigated-D-Med-Unconfined",2,8.680849,0.24,300
6481,12111,"Dev_Pervious-A-Low-Confined",2,0,0.01,400
6481,12112,"Dev_Pervious-A-Low-Unconfined",2,0,0.01,400
6481,12121,"Dev_Pervious-A-Med-Confined",2,0,0.01,300
6481,12122,"Dev_Pervious-A-Med-Unconfined",2,0,0.01,300
6481,12211,"Dev_Pervious-B-Low-Confined",2,22.892041,0.14,400
6481,12212,"Dev_Pervious-B-Low-Unconfined",2,56.130734,0.05,400
6481,12221,"Dev_Pervious-B-Med-Confined",2,24.745297,0.22,300
6481,12222,"Dev_Pervious-B-Med-Unconfined",2,0,0.01,300
6481,12311,"Dev_Pervious-C-Low-Confined",2,0,0.01,400
6481,12312,"Dev_Pervious-C-Low-Unconfined",2,0,0.01,400
6481,12321,"Dev_Pervious-C-Med-Confined",2,0,0.01,300
6481,12322,"Dev_Pervious-C-Med-Unconfined",2,0,0.01,300
6481,12411,"Dev_Pervious-D-Low-Confined",2,41.349807,0.09,400
6481,12412,"Dev_Pervious-D-Low-Unconfined",2,62.021611,0.05,400
6481,12421,"Dev_Pervious-D-Med-Confined",2,140.690007,0.17,300
6481,12422,"Dev_Pervious-D-Med-Unconfined",2,20.905395,0.26,300
6481,13111,"Agriculture-A-Low-Confined",2,0,0.01,400
6481,13112,"Agriculture-A-Low-Unconfined",2,0,0.01,400
6481,13121,"Agriculture-A-Med-Confined",2,0,0.01,300
6481,13122,"Agriculture-A-Med-Unconfined",2,0,0.01,300
6481,13211,"Agriculture-B-Low-Confined",2,0,0.01,400
6481,13212,"Agriculture-B-Low-Unconfined",2,0,0.01,400
6481,13221,"Agriculture-B-Med-Confined",2,0,0.01,300
6481,13222,"Agriculture-B-Med-Unconfined",2,0,0.01,300
6481,13231,"Agriculture-B-High-Confined",2,0,0.01,400
6481,13232,"Agriculture-B-High-Unconfined",2,0,0.01,400
6481,13311,"Agriculture-C-Low-Confined",2,0,0.01,400
6481,13312,"Agriculture-C-Low-Unconfined",2,0,0.01,400
6481,13321,"Agriculture-C-Med-Confined",2,0,0.01,300
6481,13322,"Agriculture-C-Med-Unconfined",2,0,0.01,300
6481,13331,"Agriculture-C-High-Confined",2,0,0.01,400
6481,13411,"Agriculture-D-Low-Confined",2,0,0.01,400
6481,13412,"Agriculture-D-Low-Unconfined",2,0,0.01,400
6481,13421,"Agriculture-D-Med-Confined",2,0,0.01,300
6481,13422,"Agriculture-D-Med-Unconfined",2,0,0.01,300
6481,13431,"Agriculture-D-High-Confined",2,0,0.01,400
6481,13432,"Agriculture-D-High-Unconfined",2,0,0.01,400
6481,14121,"Veg_Low-A-Med-Confined",2,0,0.01,300
6481,14122,"Veg_Low-A-Med-Unconfined",2,0,0.01,300
6481,14131,"Veg_Low-A-High-Confined",2,0,0.01,400
6481,14132,"Veg_Low-A-High-Unconfined",2,0,0.01,400
6481,14221,"Veg_Low-B-Med-Confined",2,21.314524,0.25,300
6481,14222,"Veg_Low-B-Med-Unconfined",2,17.935947,0.18,300
6481,14231,"Veg_Low-B-High-Confined",2,134.925252,0.36,400
6481,14232,"Veg_Low-B-High-Unconfined",2,1.072429,0.29,400
6481,14321,"Veg_Low-C-Med-Confined",2,0,0.01,300
6481,14322,"Veg_Low-C-Med-Unconfined",2,0,0.01,300
6481,14331,"Veg_Low-C-High-Confined",2,0,0.01,400
6481,14332,"Veg_Low-C-High-Unconfined",2,0,0.01,400
6481,14421,"Veg_Low-D-Med-Confined",2,84.613717,0.14,300
6481,14422,"Veg_Low-D-Med-Unconfined",2,36.275572,0.1,300
6481,14431,"Veg_Low-D-High-Confined",2,42.760858,0.29,400
6481,14432,"Veg_Low-D-High-Unconfined",2,0.569197,0.3,400
6481,15121,"Veg_High-A-Med-Confined",2,0,0.01,300
6481,15122,"Veg_High-A-Med-Unconfined",2,0,0.01,300
6481,15131,"Veg_High-A-High-Confined",2,0,0.01,400
6481,15132,"Veg_High-A-High-Unconfined",2,0,0.01,400
6481,15221,"Veg_High-B-Med-Confined",2,8.626433,0.23,300
6481,15222,"Veg_High-B-Med-Unconfined",2,39.514628,0.02,300
6481,15231,"Veg_High-B-High-Confined",2,306.135156,0.4,400
6481,15232,"Veg_High-B-High-Unconfined",2,0,0.01,400
6481,15321,"Veg_High-C-Med-Confined",2,0,0.01,300
6481,15322,"Veg_High-C-Med-Unconfined",2,0,0.01,300
6481,15331,"Veg_High-C-High-Confined",2,0,0.01,400
6481,15332,"Veg_High-C-High-Unconfined",2,0,0.01,400
6481,15421,"Veg_High-D-Med-Confined",2,181.239739,0.22,300
6481,15422,"Veg_High-D-Med-Unconfined",2,72.58575,0.12,300
6481,15431,"Veg_High-D-High-Confined",2,13.673271,0.25,400
6481,15432,"Veg_High-D-High-Unconfined",2,0.084528,0.27,400
6481,16000,"Water-All-All-All",1,0,0.01,100
