subbasin,deluid,parmname,value1
1067,1000,AREA,0.000000000000e+00
1067,1000,PREC,0.000000000000e+00
1067,1000,SURO,0.000000000000e+00
1067,1000,IFWO,0.000000000000e+00
1067,1000,AGWO,0.000000000000e+00
1067,1000,PERO,0.000000000000e+00
1067,1000,TAET,0.000000000000e+00
1067,1000,SEDLOAD,0.000000000000e+00
1067,1000,SEDWSSD, 0.00000e+00
1067,1000,SEDSCRS, 0.00000e+00
1067,1000,SEDSURO, 0.00000e+00
1067,1000,SEDIFWO, 0.00000e+00
1067,1000,SEDAGWO, 0.00000e+00
1067,1000,SO_TN,0.000000000000e+00
1067,1000,IO_TN,0.000000000000e+00
1067,1000,AO_TN,0.000000000000e+00
1067,1000,PO_TN,0.000000000000e+00
1067,1000,SO_TP,0.000000000000e+00
1067,1000,IO_TP,0.000000000000e+00
1067,1000,AO_TP,0.000000000000e+00
1067,1000,PO_TP,0.000000000000e+00
1067,1000,SED_TP,0.000000000000e+00
1067,1000,SEDWSSD_TP,0.000000000000e+00
1067,1000,SEDSCRS_TP,0.000000000000e+00
1067,1000,SO_TCd,0.000000000000e+00
1067,1000,IO_TCd,0.000000000000e+00
1067,1000,AO_TCd,0.000000000000e+00
1067,1000,PO_TCd,0.000000000000e+00
1067,1000,SED_TCd,0.000000000000e+00
1067,1000,SEDWSSD_TCd,0.000000000000e+00
1067,1000,SEDSCRS_TCd,0.000000000000e+00
1067,1000,SO_TCu,0.000000000000e+00
1067,1000,IO_TCu,0.000000000000e+00
1067,1000,AO_TCu,0.000000000000e+00
1067,1000,PO_TCu,0.000000000000e+00
1067,1000,SED_TCu,0.000000000000e+00
1067,1000,SEDWSSD_TCu,0.000000000000e+00
1067,1000,SEDSCRS_TCu,0.000000000000e+00
1067,1000,SO_TPb,0.000000000000e+00
1067,1000,IO_TPb,0.000000000000e+00
1067,1000,AO_TPb,0.000000000000e+00
1067,1000,PO_TPb,0.000000000000e+00
1067,1000,SED_TPb,0.000000000000e+00
1067,1000,SEDWSSD_TPb,0.000000000000e+00
1067,1000,SEDSCRS_TPb,0.000000000000e+00
1067,1000,SO_TZn,0.000000000000e+00
1067,1000,IO_TZn,0.000000000000e+00
1067,1000,AO_TZn,0.000000000000e+00
1067,1000,PO_TZn,0.000000000000e+00
1067,1000,SED_TZn,0.000000000000e+00
1067,1000,SEDWSSD_TZn,0.000000000000e+00
1067,1000,SEDSCRS_TZn,0.000000000000e+00
1067,2000,AREA,4.657075699989e+01
1067,2000,PREC,4.222318528584e+02
1067,2000,SURO,3.849900594633e+02
1067,2000,IFWO,0.000000000000e+00
1067,2000,AGWO,0.000000000000e+00
1067,2000,PERO,3.849900594633e+02
1067,2000,TAET,3.724179339509e+01
1067,2000,SEDLOAD,1.015308789232e+01
1067,2000,SEDWSSD, 1.01531e+01
1067,2000,SEDSCRS, 0.00000e+00
1067,2000,SEDSURO, 0.00000e+00
1067,2000,SEDIFWO, 0.00000e+00
1067,2000,SEDAGWO, 0.00000e+00
1067,2000,SO_TN,1.487699740073e+01
1067,2000,IO_TN,0.000000000000e+00
1067,2000,AO_TN,0.000000000000e+00
1067,2000,PO_TN,1.487699740073e+01
1067,2000,SO_TP,4.530815471947e+01
1067,2000,IO_TP,0.000000000000e+00
1067,2000,AO_TP,0.000000000000e+00
1067,2000,PO_TP,4.530815471947e+01
1067,2000,SED_TP,4.530815471947e+01
1067,2000,SEDWSSD_TP,4.530815471947e+01
1067,2000,SEDSCRS_TP,0.000000000000e+00
1067,2000,SO_TCd,1.522963183848e-01
1067,2000,IO_TCd,0.000000000000e+00
1067,2000,AO_TCd,0.000000000000e+00
1067,2000,PO_TCd,1.522963183848e-01
1067,2000,SED_TCd,1.522963183848e-01
1067,2000,SEDWSSD_TCd,1.522963183848e-01
1067,2000,SEDSCRS_TCd,0.000000000000e+00
1067,2000,SO_TCu,1.522963183848e+01
1067,2000,IO_TCu,0.000000000000e+00
1067,2000,AO_TCu,0.000000000000e+00
1067,2000,PO_TCu,1.522963183848e+01
1067,2000,SED_TCu,1.522963183848e+01
1067,2000,SEDWSSD_TCu,1.522963183848e+01
1067,2000,SEDSCRS_TCu,0.000000000000e+00
1067,2000,SO_TPb,7.651798578088e+00
1067,2000,IO_TPb,0.000000000000e+00
1067,2000,AO_TPb,0.000000000000e+00
1067,2000,PO_TPb,7.651798578088e+00
1067,2000,SED_TPb,3.289600477111e+00
1067,2000,SEDWSSD_TPb,3.289600477111e+00
1067,2000,SEDSCRS_TPb,0.000000000000e+00
1067,2000,SO_TZn,7.017814351170e+01
1067,2000,IO_TZn,0.000000000000e+00
1067,2000,AO_TZn,0.000000000000e+00
1067,2000,PO_TZn,7.017814351170e+01
1067,2000,SED_TZn,7.017814351170e+01
1067,2000,SEDWSSD_TZn,7.017814351170e+01
1067,2000,SEDSCRS_TZn,0.000000000000e+00
1067,3000,AREA,8.411408500001e+01
1067,3000,PREC,7.626168919916e+02
1067,3000,SURO,6.953523771548e+02
1067,3000,IFWO,0.000000000000e+00
1067,3000,AGWO,0.000000000000e+00
1067,3000,PERO,6.953523771548e+02
1067,3000,TAET,6.726451483679e+01
1067,3000,SEDLOAD,1.384666121835e+01
1067,3000,SEDWSSD, 1.38467e+01
1067,3000,SEDSCRS, 0.00000e+00
1067,3000,SEDSURO, 0.00000e+00
1067,3000,SEDIFWO, 0.00000e+00
1067,3000,SEDAGWO, 0.00000e+00
1067,3000,SO_TN,2.687018862131e+01
1067,3000,IO_TN,0.000000000000e+00
1067,3000,AO_TN,0.000000000000e+00
1067,3000,PO_TN,2.687018862131e+01
1067,3000,SO_TP,6.179072568688e+01
1067,3000,IO_TP,0.000000000000e+00
1067,3000,AO_TP,0.000000000000e+00
1067,3000,PO_TP,6.179072568688e+01
1067,3000,SED_TP,6.179072568688e+01
1067,3000,SEDWSSD_TP,6.179072568688e+01
1067,3000,SEDSCRS_TP,0.000000000000e+00
1067,3000,SO_TCd,1.661599346202e-01
1067,3000,IO_TCd,0.000000000000e+00
1067,3000,AO_TCd,0.000000000000e+00
1067,3000,PO_TCd,1.661599346202e-01
1067,3000,SED_TCd,1.661599346202e-01
1067,3000,SEDWSSD_TCd,1.661599346202e-01
1067,3000,SEDSCRS_TCd,0.000000000000e+00
