"subbasin","deluid","deluname","lutype","acrea_ac","slsur","lsur"
6682,15122,"Veg_High-A-Med-Unconfined",2,0,0.01,300
6682,15131,"Veg_High-A-High-Confined",2,0,0.01,400
6682,15132,"Veg_High-A-High-Unconfined",2,0,0.01,400
6682,15221,"Veg_High-B-Med-Confined",2,0,0.01,300
6682,15222,"Veg_High-B-Med-Unconfined",2,3.835827,0.01,300
6682,15231,"Veg_High-B-High-Confined",2,0,0.01,400
6682,15232,"Veg_High-B-High-Unconfined",2,0,0.01,400
6682,15321,"Veg_High-C-Med-Confined",2,0,0.01,300
6682,15322,"Veg_High-C-Med-Unconfined",2,0,0.01,300
6682,15331,"Veg_High-C-High-Confined",2,0,0.01,400
6682,15332,"Veg_High-C-High-Unconfined",2,0,0.01,400
6682,15421,"Veg_High-D-Med-Confined",2,0,0.01,300
6682,15422,"Veg_High-D-Med-Unconfined",2,9.121207,0.01,300
6682,15431,"Veg_High-D-High-Confined",2,0,0.01,400
6682,15432,"Veg_High-D-High-Unconfined",2,0.032605,0.46,400
6682,16000,"Water-All-All-All",1,0,0.01,100
