"subbasin","deluid","deluname","lutype","acrea_ac","slsur","lsur"
2034,1000,"Road_Freeway-All-All-All",1,43.552527,0.01,100
2034,2000,"Road_Primary-All-All-All",1,13.963814,0.01,100
2034,3000,"Road_Minor-All-All-All",1,15.794957,0.01,100
2034,4000,"Dev_ResHigh-All-All-All",1,1.635567,0.01,100
2034,5000,"Dev_ResLow-All-All-All",1,76.727563,0.01,100
2034,6000,"Dev_Com-All-All-All",1,22.554464,0.01,100
2034,7000,"Dev_Ind-All-All-All",1,58.630023,0.01,100
2034,8000,"Dev_Inst-All-All-All",1,24.65062,0.01,100
2034,9000,"Dev_Roof-All-All-All",1,49.042333,0.01,100
2034,10000,"Dev_Overspray-All-All-All",1,2.696187,0.01,100
2034,11111,"Dev_Irrigated-A-Low-Confined",2,0,0.01,400
2034,11112,"Dev_Irrigated-A-Low-Unconfined",2,0,0.01,400
2034,11121,"Dev_Irrigated-A-Med-Confined",2,0,0.01,300
2034,11122,"Dev_Irrigated-A-Med-Unconfined",2,0,0.01,300
2034,11211,"Dev_Irrigated-B-Low-Confined",2,0,0.01,400
2034,11212,"Dev_Irrigated-B-Low-Unconfined",2,0,0.01,400
2034,11221,"Dev_Irrigated-B-Med-Confined",2,0,0.01,300
2034,11222,"Dev_Irrigated-B-Med-Unconfined",2,0,0.01,300
2034,11311,"Dev_Irrigated-C-Low-Confined",2,31.860571,0.01,400
2034,11312,"Dev_Irrigated-C-Low-Unconfined",2,0,0.01,400
2034,11321,"Dev_Irrigated-C-Med-Confined",2,0.000296,0.01,300
2034,11322,"Dev_Irrigated-C-Med-Unconfined",2,0,0.01,300
2034,11411,"Dev_Irrigated-D-Low-Confined",2,22.061506,0.02,400
2034,11412,"Dev_Irrigated-D-Low-Unconfined",2,0,0.01,400
2034,11421,"Dev_Irrigated-D-Med-Confined",2,0.001358,0.02,300
2034,11422,"Dev_Irrigated-D-Med-Unconfined",2,0,0.01,300
2034,12111,"Dev_Pervious-A-Low-Confined",2,0,0.01,400
2034,12112,"Dev_Pervious-A-Low-Unconfined",2,0,0.01,400
2034,12121,"Dev_Pervious-A-Med-Confined",2,0,0.01,300
2034,12122,"Dev_Pervious-A-Med-Unconfined",2,0,0.01,300
2034,12211,"Dev_Pervious-B-Low-Confined",2,0,0.01,400
2034,12212,"Dev_Pervious-B-Low-Unconfined",2,0,0.01,400
2034,12221,"Dev_Pervious-B-Med-Confined",2,0,0.01,300
2034,12222,"Dev_Pervious-B-Med-Unconfined",2,0,0.01,300
2034,12311,"Dev_Pervious-C-Low-Confined",2,84.048138,0.01,400
2034,12312,"Dev_Pervious-C-Low-Unconfined",2,0,0.01,400
2034,12321,"Dev_Pervious-C-Med-Confined",2,0.000781,0.01,300
2034,12322,"Dev_Pervious-C-Med-Unconfined",2,0,0.01,300
2034,12411,"Dev_Pervious-D-Low-Confined",2,58.19822,0.01,400
2034,12412,"Dev_Pervious-D-Low-Unconfined",2,0,0.01,400
2034,12421,"Dev_Pervious-D-Med-Confined",2,0.003584,0.01,300
2034,12422,"Dev_Pervious-D-Med-Unconfined",2,0,0.01,300
2034,13111,"Agriculture-A-Low-Confined",2,0,0.01,400
2034,13112,"Agriculture-A-Low-Unconfined",2,0,0.01,400
2034,13121,"Agriculture-A-Med-Confined",2,0,0.01,300
2034,13122,"Agriculture-A-Med-Unconfined",2,0,0.01,300
2034,13211,"Agriculture-B-Low-Confined",2,0,0.01,400
2034,13212,"Agriculture-B-Low-Unconfined",2,0,0.01,400
2034,13221,"Agriculture-B-Med-Confined",2,0,0.01,300
2034,13222,"Agriculture-B-Med-Unconfined",2,0,0.01,300
2034,13231,"Agriculture-B-High-Confined",2,0,0.01,400
2034,13232,"Agriculture-B-High-Unconfined",2,0,0.01,400
2034,13311,"Agriculture-C-Low-Confined",2,0,0.01,400
2034,13312,"Agriculture-C-Low-Unconfined",2,0,0.01,400
2034,13321,"Agriculture-C-Med-Confined",2,0,0.01,300
2034,13322,"Agriculture-C-Med-Unconfined",2,0,0.01,300
2034,13331,"Agriculture-C-High-Confined",2,0,0.01,400
2034,13411,"Agriculture-D-Low-Confined",2,0,0.01,400
2034,13412,"Agriculture-D-Low-Unconfined",2,0,0.01,400
2034,13421,"Agriculture-D-Med-Confined",2,0,0.01,300
2034,13422,"Agriculture-D-Med-Unconfined",2,0,0.01,300
2034,13431,"Agriculture-D-High-Confined",2,0,0.01,400
2034,13432,"Agriculture-D-High-Unconfined",2,0,0.01,400
2034,14121,"Veg_Low-A-Med-Confined",2,0,0.01,300
2034,14122,"Veg_Low-A-Med-Unconfined",2,0,0.01,300
2034,14131,"Veg_Low-A-High-Confined",2,0,0.01,400
2034,14132,"Veg_Low-A-High-Unconfined",2,0,0.01,400
2034,14221,"Veg_Low-B-Med-Confined",2,0,0.01,300
2034,14222,"Veg_Low-B-Med-Unconfined",2,0,0.01,300
2034,14231,"Veg_Low-B-High-Confined",2,0,0.01,400
2034,14232,"Veg_Low-B-High-Unconfined",2,0,0.01,400
2034,14321,"Veg_Low-C-Med-Confined",2,16.01684,0.01,300
2034,14322,"Veg_Low-C-Med-Unconfined",2,0,0.01,300
2034,14331,"Veg_Low-C-High-Confined",2,0,0.01,400
2034,14332,"Veg_Low-C-High-Unconfined",2,0,0.01,400
2034,14421,"Veg_Low-D-Med-Confined",2,46.553067,0.04,300
2034,14422,"Veg_Low-D-Med-Unconfined",2,0,0.01,300
2034,14431,"Veg_Low-D-High-Confined",2,0,0.01,400
2034,14432,"Veg_Low-D-High-Unconfined",2,0,0.01,400
2034,15121,"Veg_High-A-Med-Confined",2,0,0.01,300
2034,15122,"Veg_High-A-Med-Unconfined",2,0,0.01,300
2034,15131,"Veg_High-A-High-Confined",2,0,0.01,400
2034,15132,"Veg_High-A-High-Unconfined",2,0,0.01,400
2034,15221,"Veg_High-B-Med-Confined",2,0,0.01,300
2034,15222,"Veg_High-B-Med-Unconfined",2,0,0.01,300
2034,15231,"Veg_High-B-High-Confined",2,0,0.01,400
